serviceCode,serviceCodeCategoryID,serviceCodeCategory,serviceName,BusinessUnitCategory
168-488,168,DOCTOR VISITING FEE,Dr.ANOOP MEHTA .(DELUXE ROOM/BMT CONSULTATION),
168-489,168,DOCTOR VISITING FEE,Dr.ANOOP MEHTA .(ALL ICUS CONSULTATION),
168-490,168,DOCTOR VISITING FEE,Dr.MALLINDRA SWAMY ..(GENERAL WARD CONSULTATION),
168-491,168,DOCTOR VISITING FEE,Dr.MALLINDRA SWAMY ..(SHARING/SEMI PRIVATE CONSULTATION),
168-492,168,DOCTOR VISITING FEE,Dr.MALLINDRA SWAMY ..(SINGLE ROOM CONSULTATION),
168-493,168,DOCTOR VISITING FEE,Dr.MALLINDRA SWAMY ..(DELUXE ROOM/BMT CONSULTATION),
168-494,168,DOCTOR VISITING FEE,Dr.MALLINDRA SWAMY ..(ALL ICS CONSULTATION),
168-495,168,DOCTOR VISITING FEE,Dr.SURESH REDDY .CHALLAMALLA(GENERAL WARD CONSULTATION),
168-496,168,DOCTOR VISITING FEE,Dr.SURESH REDDY .CHALLAMALLA(SHARING/SEMI PRIVATE CONSULTATION),
168-497,168,DOCTOR VISITING FEE,Dr.SURESH REDDY .CHALLAMALLA(SINGLE ROOM CONSULTATION),
168-498,168,DOCTOR VISITING FEE,Dr.SURESH REDDY .CHALLAMALLA(DELUXE ROOM/BMT CONSULTATION),
168-499,168,DOCTOR VISITING FEE,Dr.SURESH REDDY .CHALLAMALLA(ALL ICUS CONSULTATION),
168-500,168,DOCTOR VISITING FEE,SAI KRISHNA REDDY MAMILLA(GENERAL WARD CONSULTATION),
168-501,168,DOCTOR VISITING FEE,SAI KRISHNA REDDY MAMILLA(SHARING/SEMI PRIVATE CONSULTATION),
168-502,168,DOCTOR VISITING FEE,SAI KRISHNA REDDY MAMILLA(SINGLE ROOM CONSULTATION),
168-503,168,DOCTOR VISITING FEE,SAI KRISHNA REDDY MAMILLA(DELUXE ROOM/BMT CONSULTATION),
168-504,168,DOCTOR VISITING FEE,SAI KRISHNA REDDY MAMILLA(ALL ICUS CONSULTATION),
168-505,168,DOCTOR VISITING FEE,DR.GPRANEETH(GENERAL WARD CONSULTATION),
168-506,168,DOCTOR VISITING FEE,DR.GPRANEETH(SHARING/SEMI PRIVATE CONSULTATION),
168-507,168,DOCTOR VISITING FEE,DR.GPRANEETH(SINGLE ROOM CONSULTATION),
168-508,168,DOCTOR VISITING FEE,DR.GPRANEETH(DELUXE ROOM/BMT CONSULTATION),
168-509,168,DOCTOR VISITING FEE,DR.GPRANEETH(ALL ICUS CONSULTATION),
168-510,168,DOCTOR VISITING FEE,RAVINDRANATH(GENERAL WARD CONSULTATION),
168-511,168,DOCTOR VISITING FEE,RAVINDRANATH(SHARING/SEMI PRIVATE CONSULTATION),
168-512,168,DOCTOR VISITING FEE,RAVINDRANATH(SINGLE ROOM CONSULTATION),
168-513,168,DOCTOR VISITING FEE,RAVINDRANATH(DELUXE ROOM/BMT CONSULTATION),
168-514,168,DOCTOR VISITING FEE,RAVINDRANATH(ALL ICUS CONSULTATION),
168-515,168,DOCTOR VISITING FEE,DR.PSHRAVAN KUMAR(ALL ICUS CONSULTATION),
168-516,168,DOCTOR VISITING FEE,DR.PSHRAVAN KUMAR(DELUXE ROOM/BMT CONSULTATION),
168-517,168,DOCTOR VISITING FEE,DR.PSHRAVAN KUMAR(SINGLE ROOM CONSULTATION),
168-518,168,DOCTOR VISITING FEE,DR.PSHRAVAN KUMAR(SHARING/SEMI PRIVATE CONSULTATION),
168-519,168,DOCTOR VISITING FEE,DR.PSHRAVAN KUMAR(GENERAL WARD CONSULTATION),
168-520,168,DOCTOR VISITING FEE,DR.MSUDHAKARA RAO(GENERAL WARD CONSULTATION),
168-521,168,DOCTOR VISITING FEE,DR.MSUDHAKARA RAO(SHARING/SEMI PRIVATE CONSULTATION),
168-522,168,DOCTOR VISITING FEE,DR.MSUDHAKARA RAO(SINGLE ROOM CONSULTATION),
168-523,168,DOCTOR VISITING FEE,DR.MSUDHAKARA RAO(DELUXE ROOM/BMT CONSULTATION),
168-524,168,DOCTOR VISITING FEE,DR.MSUDHAKARA RAO(ALL ICUS CONSULTATION),
168-525,168,DOCTOR VISITING FEE,DR.AMARENDRA SINGH(GENERAL WARD CONSULTATION),
168-526,168,DOCTOR VISITING FEE,DR.AMARENDRA SINGH(SHARING / SEMIPRIVATE CONSULTATION),
168-527,168,DOCTOR VISITING FEE,DR.AMARENDRA SINGH(SINGLE ROOM  CONSULTATION),
168-528,168,DOCTOR VISITING FEE,DR.AMARENDRA SINGH(DELUXE ROOM / BMT  CONSULTATION),
168-529,168,DOCTOR VISITING FEE,DR.AMARENDRA SINGH(ALL ICUS CONSULTATION),
168-530,168,DOCTOR VISITING FEE,DR.SANTOSHINI GOWRISHETTY(GENERAL WARD CONSULTATION),
168-531,168,DOCTOR VISITING FEE,DR.SANTOSHINI GOWRISHETTY(SHARING / SEMIPRIVATE CONSULTATION),
168-537,168,DOCTOR VISITING FEE,Dr. sorry1(GENERAL WARD CONSULTATION),
168-538,168,DOCTOR VISITING FEE,Dr. sorry1(SHARING/SEMIPRIVATE CONSULTATION),
168-539,168,DOCTOR VISITING FEE,Dr. sorry1(SINGLE ROOM CONSULTATION),
168-540,168,DOCTOR VISITING FEE,Dr. sorry1(DELUX/BMT CONSULTATION),
168-541,168,DOCTOR VISITING FEE,Dr. sorry1(ALL ICS CONSULTATION),
168-542,168,DOCTOR VISITING FEE,Dr. sorry2(GENERAL WARD CONSULTATION),
168-543,168,DOCTOR VISITING FEE,Dr. sorry2(SHARING/SEMIPRIVATE CONSULTATION),
168-544,168,DOCTOR VISITING FEE,Dr. sorry2(SINGLE ROOM CONSULTATION),
168-545,168,DOCTOR VISITING FEE,Dr. sorry2(DELUX/BMT CONSULTATION),
168-546,168,DOCTOR VISITING FEE,Dr. sorry2(ALL ICS CONSULTATION),
168-547,168,DOCTOR VISITING FEE,Dr. aaaaaaaaaaa(GENERAL WARD CONSULTATION),
168-548,168,DOCTOR VISITING FEE,Dr. aaaaaaaaaaa(SHARING/SEMIPRIVATE CONSULTATION),
168-549,168,DOCTOR VISITING FEE,Dr. aaaaaaaaaaa(SINGLE ROOM CONSULTATION),
168-550,168,DOCTOR VISITING FEE,Dr. aaaaaaaaaaa(DELUX/BMT CONSULTATION),
168-551,168,DOCTOR VISITING FEE,Dr. aaaaaaaaaaa(ALL ICS CONSULTATION),
168-552,168,DOCTOR VISITING FEE,Dr. Javeed(GENERAL WARD CONSULTATION),
168-553,168,DOCTOR VISITING FEE,Dr. Javeed(SHARING/SEMIPRIVATE CONSULTATION),
168-554,168,DOCTOR VISITING FEE,Dr. Javeed(SINGLE ROOM CONSULTATION),
168-555,168,DOCTOR VISITING FEE,Dr. Javeed(DELUX/BMT CONSULTATION),
168-556,168,DOCTOR VISITING FEE,Dr. Javeed(ALL ICS CONSULTATION),
168-557,168,DOCTOR VISITING FEE,Dr. Sridhar(GENERAL WARD CONSULTATION),
168-558,168,DOCTOR VISITING FEE,Dr. Sridhar(SHARING/SEMIPRIVATE CONSULTATION),
168-559,168,DOCTOR VISITING FEE,Dr. Sridhar(SINGLE ROOM CONSULTATION),
168-560,168,DOCTOR VISITING FEE,Dr. Sridhar(DELUX/BMT CONSULTATION),
168-561,168,DOCTOR VISITING FEE,Dr. Sridhar(ALL ICS CONSULTATION),
168-562,168,DOCTOR VISITING FEE,Dr. Diabetes Checkup(GENERAL WARD CONSULTATION),
168-563,168,DOCTOR VISITING FEE,Dr. Diabetes Checkup(SHARING/SEMIPRIVATE CONSULTATION),
168-564,168,DOCTOR VISITING FEE,Dr. Diabetes Checkup(SINGLE ROOM CONSULTATION),
168-565,168,DOCTOR VISITING FEE,Dr. Diabetes Checkup(DELUX/BMT CONSULTATION),
168-566,168,DOCTOR VISITING FEE,Dr. Diabetes Checkup(ALL ICS CONSULTATION),
168-567,168,DOCTOR VISITING FEE,Dr. Senior Citizen Consultation(GENERAL WARD CONSULTATION),
168-568,168,DOCTOR VISITING FEE,Dr. Senior Citizen Consultation(SHARING/SEMIPRIVATE CONSULTATION),
168-569,168,DOCTOR VISITING FEE,Dr. Senior Citizen Consultation(SINGLE ROOM CONSULTATION),
168-570,168,DOCTOR VISITING FEE,Dr. Senior Citizen Consultation(DELUX/BMT CONSULTATION),
168-571,168,DOCTOR VISITING FEE,Dr. Senior Citizen Consultation(ALL ICS CONSULTATION),
168-572,168,DOCTOR VISITING FEE,Dr. Anil Kumar(GENERAL WARD CONSULTATION),
168-573,168,DOCTOR VISITING FEE,Dr. Anil Kumar(SHARING/SEMIPRIVATE CONSULTATION),
168-574,168,DOCTOR VISITING FEE,Dr. Anil Kumar(SINGLE ROOM CONSULTATION),
168-575,168,DOCTOR VISITING FEE,Dr. Anil Kumar(DELUX/BMT CONSULTATION),
168-576,168,DOCTOR VISITING FEE,Dr. Anil Kumar(ALL ICS CONSULTATION),
168-577,168,DOCTOR VISITING FEE,Dr. Arvind Kumar(GENERAL WARD CONSULTATION),
168-578,168,DOCTOR VISITING FEE,Dr. Arvind Kumar(SHARING/SEMIPRIVATE CONSULTATION),
168-579,168,DOCTOR VISITING FEE,Dr. Arvind Kumar(SINGLE ROOM CONSULTATION),
168-580,168,DOCTOR VISITING FEE,Dr. Arvind Kumar(DELUX/BMT CONSULTATION),
168-581,168,DOCTOR VISITING FEE,Dr. Arvind Kumar(ALL ICS CONSULTATION),
168-582,168,DOCTOR VISITING FEE,Dr. SRINIVAS REDDY(GENERAL WARD CONSULTATION),
168-583,168,DOCTOR VISITING FEE,Dr. SRINIVAS REDDY(SHARING/SEMIPRIVATE CONSULTATION),
168-584,168,DOCTOR VISITING FEE,Dr. SRINIVAS REDDY(SINGLE ROOM CONSULTATION),
168-585,168,DOCTOR VISITING FEE,Dr. SRINIVAS REDDY(DELUX/BMT CONSULTATION),
168-586,168,DOCTOR VISITING FEE,Dr. SRINIVAS REDDY(ALL ICS CONSULTATION),
168-587,168,DOCTOR VISITING FEE,Dr. Mervin Leo(GENERAL WARD CONSULTATION),
168-588,168,DOCTOR VISITING FEE,Dr. Mervin Leo(SHARING/SEMIPRIVATE CONSULTATION),
168-589,168,DOCTOR VISITING FEE,Dr. Mervin Leo(SINGLE ROOM CONSULTATION),
168-590,168,DOCTOR VISITING FEE,Dr. Mervin Leo(DELUX/BMT CONSULTATION),
168-591,168,DOCTOR VISITING FEE,Dr. Mervin Leo(ALL ICS CONSULTATION),
168-592,168,DOCTOR VISITING FEE,Dr. EMO/ER.PHYSICIAN(GENERAL WARD CONSULTATION),
168-593,168,DOCTOR VISITING FEE,Dr. EMO/ER.PHYSICIAN(SHARING/SEMIPRIVATE CONSULTATION),
168-594,168,DOCTOR VISITING FEE,Dr. EMO/ER.PHYSICIAN(SINGLE ROOM CONSULTATION),
168-595,168,DOCTOR VISITING FEE,Dr. EMO/ER.PHYSICIAN(DELUX/BMT CONSULTATION),
168-596,168,DOCTOR VISITING FEE,Dr. EMO/ER.PHYSICIAN(ALL ICS CONSULTATION),
168-597,168,DOCTOR VISITING FEE,Dr. Rajeev Garg(GENERAL WARD CONSULTATION),
168-598,168,DOCTOR VISITING FEE,Dr. Rajeev Garg(SHARING/SEMIPRIVATE CONSULTATION),
168-599,168,DOCTOR VISITING FEE,Dr. Rajeev Garg(SINGLE ROOM CONSULTATION),
168-600,168,DOCTOR VISITING FEE,Dr. Rajeev Garg(DELUX/BMT CONSULTATION),
168-601,168,DOCTOR VISITING FEE,Dr. Rajeev Garg(ALL ICS CONSULTATION),
168-602,168,DOCTOR VISITING FEE,Dr.Mukheswara Rao(GENERAL WARD CONSULTATION),
168-603,168,DOCTOR VISITING FEE,Dr.Mukheswara Rao(SHARING/SEMIPRIVATE CONSULTATION),
168-604,168,DOCTOR VISITING FEE,Dr.Mukheswara Rao(SINGLE ROOM CONSULTATION),
168-605,168,DOCTOR VISITING FEE,Dr.Mukheswara Rao(DELUX/BMT CONSULTATION),
168-606,168,DOCTOR VISITING FEE,Dr.Mukheswara Rao(ALL ICS CONSULTATION),
168-607,168,DOCTOR VISITING FEE,Dr. Srivivasa Reddy S(GENERAL WARD CONSULTATION),
168-608,168,DOCTOR VISITING FEE,Dr. Srivivasa Reddy S(SHARING/SEMIPRIVATE CONSULTATION),
168-609,168,DOCTOR VISITING FEE,Dr. Srivivasa Reddy S(SINGLE ROOM CONSULTATION),
168-610,168,DOCTOR VISITING FEE,Dr. Srivivasa Reddy S(DELUX/BMT CONSULTATION),
168-611,168,DOCTOR VISITING FEE,Dr. Srivivasa Reddy S(ALL ICS CONSULTATION),
168-612,168,DOCTOR VISITING FEE,Dr. K.Sudershan Rao(GENERAL WARD CONSULTATION),
168-613,168,DOCTOR VISITING FEE,Dr. K.Sudershan Rao(SHARING/SEMIPRIVATE CONSULTATION),
168-614,168,DOCTOR VISITING FEE,Dr. K.Sudershan Rao(SINGLE ROOM CONSULTATION),
168-615,168,DOCTOR VISITING FEE,Dr. K.Sudershan Rao(DELUX/BMT CONSULTATION),
168-616,168,DOCTOR VISITING FEE,Dr. K.Sudershan Rao(ALL ICS CONSULTATION),
168-617,168,DOCTOR VISITING FEE,Dr. Rajeev Trehan(GENERAL WARD CONSULTATION),
168-618,168,DOCTOR VISITING FEE,Dr. Rajeev Trehan(SHARING/SEMIPRIVATE CONSULTATION),
168-619,168,DOCTOR VISITING FEE,Dr. Rajeev Trehan(SINGLE ROOM CONSULTATION),
168-620,168,DOCTOR VISITING FEE,Dr. Rajeev Trehan(DELUX/BMT CONSULTATION),
168-621,168,DOCTOR VISITING FEE,Dr. Rajeev Trehan(ALL ICS CONSULTATION),
168-622,168,DOCTOR VISITING FEE,Dr. Rapaka Radhakrishna(GENERAL WARD CONSULTATION),
168-623,168,DOCTOR VISITING FEE,Dr. Rapaka Radhakrishna(SHARING/SEMIPRIVATE CONSULTATION),
168-624,168,DOCTOR VISITING FEE,Dr. Rapaka Radhakrishna(SINGLE ROOM CONSULTATION),
168-625,168,DOCTOR VISITING FEE,Dr. Rapaka Radhakrishna(DELUX/BMT CONSULTATION),
168-626,168,DOCTOR VISITING FEE,Dr. Rapaka Radhakrishna(ALL ICS CONSULTATION),
168-627,168,DOCTOR VISITING FEE,Dr. Ravindran N(GENERAL WARD CONSULTATION),
168-628,168,DOCTOR VISITING FEE,Dr. Ravindran N(SHARING/SEMIPRIVATE CONSULTATION),
168-629,168,DOCTOR VISITING FEE,Dr. Ravindran N(SINGLE ROOM CONSULTATION),
168-630,168,DOCTOR VISITING FEE,Dr. Ravindran N(DELUX/BMT CONSULTATION),
168-631,168,DOCTOR VISITING FEE,Dr. Ravindran N(ALL ICS CONSULTATION),
168-632,168,DOCTOR VISITING FEE,Dr. Sridhar - Sr Consultant(GENERAL WARD CONSULTATION),
168-633,168,DOCTOR VISITING FEE,Dr. Sridhar - Sr Consultant(SHARING/SEMIPRIVATE CONSULTATION),
168-634,168,DOCTOR VISITING FEE,Dr. Sridhar - Sr Consultant(SINGLE ROOM CONSULTATION),
168-635,168,DOCTOR VISITING FEE,Dr. Sridhar - Sr Consultant(DELUX/BMT CONSULTATION),
168-636,168,DOCTOR VISITING FEE,Dr. Sridhar - Sr Consultant(ALL ICS CONSULTATION),
168-637,168,DOCTOR VISITING FEE,Dr.  Dr.Archana Dinesh Bidla(GENERAL WARD CONSULTATION),
168-638,168,DOCTOR VISITING FEE,Dr.  Dr.Archana Dinesh Bidla(SHARING/SEMIPRIVATE CONSULTATION),
168-639,168,DOCTOR VISITING FEE,Dr.  Dr.Archana Dinesh Bidla(SINGLE ROOM CONSULTATION),
168-640,168,DOCTOR VISITING FEE,Dr.  Dr.Archana Dinesh Bidla(DELUX/BMT CONSULTATION),
168-641,168,DOCTOR VISITING FEE,Dr.  Dr.Archana Dinesh Bidla(ALL ICS CONSULTATION),
168-642,168,DOCTOR VISITING FEE,Dr.  Dr.Jyothsna.B(GENERAL WARD CONSULTATION),
168-643,168,DOCTOR VISITING FEE,Dr.  Dr.Jyothsna.B(SHARING/SEMIPRIVATE CONSULTATION),
168-644,168,DOCTOR VISITING FEE,Dr.  Dr.Jyothsna.B(SINGLE ROOM CONSULTATION),
168-645,168,DOCTOR VISITING FEE,Dr.  Dr.Jyothsna.B(DELUX/BMT CONSULTATION),
168-646,168,DOCTOR VISITING FEE,Dr.  Dr.Jyothsna.B(ALL ICS CONSULTATION),
168-647,168,DOCTOR VISITING FEE,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(GENERAL WARD CONSULTATION),
168-648,168,DOCTOR VISITING FEE,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(SHARING/SEMIPRIVATE CONSULTATION),
168-649,168,DOCTOR VISITING FEE,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(SINGLE ROOM CONSULTATION),
168-650,168,DOCTOR VISITING FEE,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(DELUX/BMT CONSULTATION),
168-651,168,DOCTOR VISITING FEE,Dr. EMPLOYEE MASTER HEALTH CHECKUP(FEMALE AB(ALL ICS CONSULTATION),
168-652,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(GENERAL WARD CONSULTATION),
168-653,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(SHARING/SEMIPRIVATE CONSULTATION),
168-654,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(SINGLE ROOM CONSULTATION),
168-655,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(DELUX/BMT CONSULTATION),
168-656,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(FEMALE B(ALL ICS CONSULTATION),
168-657,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(GENERAL WARD CONSULTATION),
168-658,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(SHARING/SEMIPRIVATE CONSULTATION),
168-659,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(SINGLE ROOM CONSULTATION),
168-660,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(DELUX/BMT CONSULTATION),
168-661,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE ABO(ALL ICS CONSULTATION),
168-662,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(GENERAL WARD CONSULTATION),
168-663,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(SHARING/SEMIPRIVATE CONSULTATION),
168-664,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(SINGLE ROOM CONSULTATION),
168-665,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(DELUX/BMT CONSULTATION),
168-666,168,DOCTOR VISITING FEE,Dr. EMPLYOYEE MASTER HEALTH CHECKUP(MALE BEL(ALL ICS CONSULTATION),
168-667,168,DOCTOR VISITING FEE,Dr. Srinivasa Chary  A(GENERAL WARD CONSULTATION),
168-668,168,DOCTOR VISITING FEE,Dr. Srinivasa Chary  A(SHARING/SEMIPRIVATE CONSULTATION),
168-669,168,DOCTOR VISITING FEE,Dr. Srinivasa Chary  A(SINGLE ROOM CONSULTATION),
168-670,168,DOCTOR VISITING FEE,Dr. Srinivasa Chary  A(DELUX/BMT CONSULTATION),
168-671,168,DOCTOR VISITING FEE,Dr. Srinivasa Chary  A(ALL ICS CONSULTATION),
168-672,168,DOCTOR VISITING FEE,Dr. C.P.Reddy(GENERAL WARD CONSULTATION),
168-673,168,DOCTOR VISITING FEE,Dr. C.P.Reddy(SHARING/SEMIPRIVATE CONSULTATION),
168-674,168,DOCTOR VISITING FEE,Dr. C.P.Reddy(SINGLE ROOM CONSULTATION),
168-675,168,DOCTOR VISITING FEE,Dr. C.P.Reddy(DELUX/BMT CONSULTATION),
168-676,168,DOCTOR VISITING FEE,Dr. C.P.Reddy(ALL ICS CONSULTATION),
168-677,168,DOCTOR VISITING FEE,Dr.C.P.Reddy,
168-678,168,DOCTOR VISITING FEE,Dr. Abhinandan Dutt(GENERAL WARD CONSULTATION),
168-679,168,DOCTOR VISITING FEE,Dr. Abhinandan Dutt(SHARING/SEMIPRIVATE CONSULTATION),
168-680,168,DOCTOR VISITING FEE,Dr. Abhinandan Dutt(SINGLE ROOM CONSULTATION),
168-681,168,DOCTOR VISITING FEE,Dr. Abhinandan Dutt(DELUX/BMT CONSULTATION),
168-682,168,DOCTOR VISITING FEE,Dr. Abhinandan Dutt(ALL ICS CONSULTATION),
168-683,168,DOCTOR VISITING FEE,Dr. Madhav(GENERAL WARD CONSULTATION),
168-684,168,DOCTOR VISITING FEE,Dr. Madhav(SHARING/SEMIPRIVATE CONSULTATION),
168-685,168,DOCTOR VISITING FEE,Dr. Madhav(SINGLE ROOM CONSULTATION),
168-686,168,DOCTOR VISITING FEE,Dr. Madhav(DELUX/BMT CONSULTATION),
168-687,168,DOCTOR VISITING FEE,Dr. Madhav(ALL ICS CONSULTATION),
168-688,168,DOCTOR VISITING FEE,PEDIATRIC CONSULTATION,
168-689,168,DOCTOR VISITING FEE,Dr. CARDIAC REVIEW PACKAGE @ 999(GENERAL WARD CONSULTATION),
168-690,168,DOCTOR VISITING FEE,Dr. CARDIAC REVIEW PACKAGE @ 999(SHARING/SEMIPRIVATE CONSULTATION),
168-691,168,DOCTOR VISITING FEE,Dr. CARDIAC REVIEW PACKAGE @ 999(SINGLE ROOM CONSULTATION),
168-692,168,DOCTOR VISITING FEE,Dr. CARDIAC REVIEW PACKAGE @ 999(DELUX/BMT CONSULTATION),
168-693,168,DOCTOR VISITING FEE,Dr. CARDIAC REVIEW PACKAGE @ 999(ALL ICS CONSULTATION),
168-694,168,DOCTOR VISITING FEE,Dr. HERNIA SCREENING @ 399(GENERAL WARD CONSULTATION),
168-695,168,DOCTOR VISITING FEE,Dr. HERNIA SCREENING @ 399(SHARING/SEMIPRIVATE CONSULTATION),
168-696,168,DOCTOR VISITING FEE,Dr. HERNIA SCREENING @ 399(SINGLE ROOM CONSULTATION),
168-697,168,DOCTOR VISITING FEE,Dr. HERNIA SCREENING @ 399(DELUX/BMT CONSULTATION),
168-698,168,DOCTOR VISITING FEE,Dr. HERNIA SCREENING @ 399(ALL ICS CONSULTATION),
168-699,168,DOCTOR VISITING FEE,Dr. WELL WOMEN PACKAGE @299(GENERAL WARD CONSULTATION),
168-700,168,DOCTOR VISITING FEE,Dr. WELL WOMEN PACKAGE @299(SHARING/SEMIPRIVATE CONSULTATION),
168-701,168,DOCTOR VISITING FEE,Dr. WELL WOMEN PACKAGE @299(SINGLE ROOM CONSULTATION),
168-702,168,DOCTOR VISITING FEE,Dr. WELL WOMEN PACKAGE @299(DELUX/BMT CONSULTATION),
168-703,168,DOCTOR VISITING FEE,Dr. WELL WOMEN PACKAGE @299(ALL ICS CONSULTATION),
168-704,168,DOCTOR VISITING FEE,Dr. WELL BABY PACKAGE @299(GENERAL WARD CONSULTATION),
168-705,168,DOCTOR VISITING FEE,Dr. WELL BABY PACKAGE @299(SHARING/SEMIPRIVATE CONSULTATION),
168-706,168,DOCTOR VISITING FEE,Dr. WELL BABY PACKAGE @299(SINGLE ROOM CONSULTATION),
168-707,168,DOCTOR VISITING FEE,Dr. WELL BABY PACKAGE @299(DELUX/BMT CONSULTATION),
168-708,168,DOCTOR VISITING FEE,Dr. WELL BABY PACKAGE @299(ALL ICS CONSULTATION),
168-709,168,DOCTOR VISITING FEE,Dr. KS  LAKSHMI(GENERAL WARD CONSULTATION),
168-710,168,DOCTOR VISITING FEE,Dr. KS  LAKSHMI(SHARING/SEMIPRIVATE CONSULTATION),
168-711,168,DOCTOR VISITING FEE,Dr. KS  LAKSHMI(SINGLE ROOM CONSULTATION),
168-712,168,DOCTOR VISITING FEE,Dr. KS  LAKSHMI(DELUX/BMT CONSULTATION),
168-713,168,DOCTOR VISITING FEE,Dr. KS  LAKSHMI(ALL ICS CONSULTATION),
168-714,168,DOCTOR VISITING FEE,Dr. Nutrition Consultation(GENERAL WARD CONSULTATION),
168-715,168,DOCTOR VISITING FEE,Dr. Nutrition Consultation(SHARING/SEMIPRIVATE CONSULTATION),
168-716,168,DOCTOR VISITING FEE,Dr. Nutrition Consultation(SINGLE ROOM CONSULTATION),
168-717,168,DOCTOR VISITING FEE,Dr. Nutrition Consultation(DELUX/BMT CONSULTATION),
168-718,168,DOCTOR VISITING FEE,Dr. Nutrition Consultation(ALL ICS CONSULTATION),
168-719,168,DOCTOR VISITING FEE,Dr. Kalyan Chakravarthy  N(GENERAL WARD CONSULTATION),
168-720,168,DOCTOR VISITING FEE,Dr. Kalyan Chakravarthy  N(SHARING/SEMIPRIVATE CONSULTATION),
168-721,168,DOCTOR VISITING FEE,Dr. Kalyan Chakravarthy  N(SINGLE ROOM CONSULTATION),
168-722,168,DOCTOR VISITING FEE,Dr. Kalyan Chakravarthy  N(DELUX/BMT CONSULTATION),
168-723,168,DOCTOR VISITING FEE,Dr. Kalyan Chakravarthy  N(ALL ICS CONSULTATION),
168-724,168,DOCTOR VISITING FEE,Dr. ASTAMA AND ALLERGY CHECKUP @499(GENERAL WARD CONSULTATION),
168-725,168,DOCTOR VISITING FEE,Dr. ASTAMA AND ALLERGY CHECKUP @499(SHARING/SEMIPRIVATE CONSULTATION),
168-726,168,DOCTOR VISITING FEE,Dr. ASTAMA AND ALLERGY CHECKUP @499(SINGLE ROOM CONSULTATION),
168-727,168,DOCTOR VISITING FEE,Dr. ASTAMA AND ALLERGY CHECKUP @499(DELUX/BMT CONSULTATION),
168-728,168,DOCTOR VISITING FEE,Dr. ASTAMA AND ALLERGY CHECKUP @499(ALL ICS CONSULTATION),
168-729,168,DOCTOR VISITING FEE,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(GENERAL WARD CONSULTATION),
168-730,168,DOCTOR VISITING FEE,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(SHARING/SEMIPRIVATE CONSULTATION),
168-731,168,DOCTOR VISITING FEE,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(SINGLE ROOM CONSULTATION),
168-732,168,DOCTOR VISITING FEE,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(DELUX/BMT CONSULTATION),
168-733,168,DOCTOR VISITING FEE,Dr. JOINT PAIN AND BACK ACHE CHECKUP @299(ALL ICS CONSULTATION),
168-734,168,DOCTOR VISITING FEE,Dr. HAPPY HEALTH CHECKUP(GENERAL WARD CONSULTATION),
168-735,168,DOCTOR VISITING FEE,Dr. HAPPY HEALTH CHECKUP(SHARING/SEMIPRIVATE CONSULTATION),
168-736,168,DOCTOR VISITING FEE,Dr. HAPPY HEALTH CHECKUP(SINGLE ROOM CONSULTATION),
168-737,168,DOCTOR VISITING FEE,Dr. HAPPY HEALTH CHECKUP(DELUX/BMT CONSULTATION),
168-738,168,DOCTOR VISITING FEE,Dr. HAPPY HEALTH CHECKUP(ALL ICS CONSULTATION),
168-739,168,DOCTOR VISITING FEE,Dr. RAVISANKAR REDDY.N(GENERAL WARD CONSULTATION),
168-740,168,DOCTOR VISITING FEE,Dr. RAVISANKAR REDDY.N(SHARING/SEMIPRIVATE CONSULTATION),
